anonymous_exact_card_id	withdrawn_editorial_handle	replacement	formal_nonword_retained	historical_reason	occurrence_reason	effective_scope
0275fbf14e07935b0a45	TEMPERIEREN?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	ACTION_TEMPER is repeated in four Biological records, but that template was written using the exposed mnemonic.	all fixed-ten-page prose occurrences
276a7c2d74d1143446f4	ANWENDEN?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	ACTION_APPLY is repeated in Herbal and Biological records; this is internal consistency of the creative ledger, not documentary attestation.	all fixed-ten-page prose occurrences
2f1c5e56e8f0ff459065	MASS?	EXEMPLAR_VALUE_UNKNOWN	SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	No matching exact entry in the frozen source-first 1379-1442 key corpus.	PARAMETER_ASSIGN recurs in all eleven prose records; the formal channel may remain a nonword, but MASS is unattested.	all fixed-ten-page prose occurrences
7a4bb8136330ee4e6e56	ANSATZ?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	LINK_ACTIVE spans fresh mixture, salve mixture and generic record-local active item; ANSATZ is therefore broader than a stable object noun.	all fixed-ten-page prose occurrences
7db18b2f0fb7ed0fcfd3	SPÜLEN?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	TERMINAL_FLUSH repeats in three Biological records, but the entries were authored under SPUELEN.	all fixed-ten-page prose occurrences
b5df9126607030b95175	KLAR?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	One Herbal context says clear condition while Biological contexts collapse to an unspecified local test state.	all fixed-ten-page prose occurrences
dd0ecaf5e27d81befffc	ZIEL?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	TARGET_ASSIGN recurs in Herbal and Biological records, but the template was authored under ZIEL.	all fixed-ten-page prose occurrences
de7321bface5628e35d6	ABLASSEN?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	TERMINAL_DRAIN repeats in Biological records only and remains closure-confounded.	all fixed-ten-page prose occurrences
dec401773c1f0347793d	VORIGES?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	SELECT_PREVIOUS has two cross-section occurrences, both inherited from the exposed card reading.	all fixed-ten-page prose occurrences
e0b630cb1b5df5e7105b	BEREIT?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	Flower opening, general readiness and generic Biological test states do not establish one lexical value.	all fixed-ten-page prose occurrences
faf321940aed922846a9	ANTEIL?	EXEMPLAR_VALUE_UNKNOWN	NONE	No matching exact entry in the frozen source-first 1379-1442 key corpus.	SELECT_PART has two cross-section occurrences, both inherited from the exposed card reading.	all fixed-ten-page prose occurrences
